filename
"[-2.29598862e+02  2.50922756e+01 -1.35448074e+01  1.70539474e+01
 -2.39012928e+01 -3.08306670e+00 -2.39888592e+01 -1.29153519e+01
 -1.64131184e+01 -5.72544241e+00 -1.15116959e+01 -9.91866875e+00
  2.21048379e+00  1.46933807e+02  4.24580879e+01  4.14519577e+01
  2.80853291e+01  2.61963196e+01  1.94443512e+01  1.62920189e+01
  1.69434776e+01  1.50649214e+01  1.23437128e+01  1.41653767e+01
  1.25718184e+01  8.99863720e+00 -1.45649135e+00  8.90591070e-02
  3.04361343e-01 -1.94806173e-01  3.00069243e-01  2.64398485e-01
  1.85279474e-01  1.12868205e-01  1.22088991e-01  4.24167886e-02
 -1.01352781e-01 -2.18478441e-02 -2.74198782e-03  2.77069435e+01
  9.14899158e+00  8.11826420e+00  6.08732557e+00  5.67214870e+00
  3.74112320e+00  2.80314159e+00  3.21772552e+00  3.28674173e+00
  3.00621367e+00  2.71320438e+00  2.71042991e+00  1.50111246e+00
  3.43511403e-01  3.58794928e-01  2.98584968e-01  3.44070524e-01
  3.59461635e-01  3.63347679e-01  3.17789584e-01  2.21526951e-01
  2.42612794e-01  2.82000333e-01  3.52655262e-01  2.98148483e-01
  3.61469805e-01  3.48372310e-01  2.78248906e-01  3.22652608e-01
  3.54019433e-01  3.43285710e-01  3.33853543e-01  2.65687197e-01
  3.09323013e-01  3.21183890e-01  3.67409259e-01  3.21394205e-01
 -2.24048214e+01 -2.71093140e+01 -2.94762859e+01 -3.16430779e+01
 -3.11828098e+01 -3.05972958e+01 -2.74883842e+01 -2.40644970e+01
 -1.88503780e+01 -1.32381144e+01 -7.64651251e+00 -4.09229374e+00
 -3.66338611e+00 -6.05936766e+00 -9.72694969e+00 -1.28532534e+01
 -1.48982687e+01 -1.66556587e+01 -1.77172413e+01 -1.81654644e+01
 -1.64065609e+01 -1.42674465e+01 -1.18848104e+01 -1.11830950e+01
 -1.13071203e+01 -1.19002399e+01 -1.30440512e+01 -1.48721600e+01
 -1.69994583e+01 -1.82930584e+01 -1.92044353e+01 -2.03811684e+01
 -2.13743496e+01 -2.28659592e+01 -2.25843906e+01 -2.21878338e+01
 -2.13958530e+01 -2.07101574e+01 -1.87937088e+01 -1.73808346e+01
 -1.68221149e+01 -1.80262012e+01 -2.08821716e+01 -2.13632317e+01
 -2.16826878e+01 -2.19054451e+01 -2.10676422e+01 -1.97719383e+01
 -1.98578568e+01 -2.09258747e+01 -2.20353413e+01 -2.15693951e+01
 -2.03168793e+01 -2.06719208e+01 -2.13884506e+01 -2.05649929e+01
 -1.97168198e+01 -1.85608349e+01 -1.82885990e+01 -1.81835384e+01
 -1.91449623e+01 -1.89368382e+01 -1.97535400e+01 -2.00659695e+01
 -1.85933113e+01 -1.83713512e+01 -1.92475586e+01 -1.94496918e+01
 -1.88566666e+01 -1.97183075e+01 -2.06097927e+01 -2.10725040e+01
 -2.13543873e+01 -2.28985558e+01 -2.24530392e+01 -2.08590641e+01
 -2.08633595e+01 -2.03015499e+01 -2.02125549e+01 -2.01943970e+01
 -1.92117310e+01 -1.87465878e+01 -1.87613621e+01 -1.79917889e+01
 -1.74474850e+01 -1.59367018e+01 -1.57930593e+01 -1.53355646e+01
 -1.56456976e+01 -1.67189999e+01 -1.83521290e+01 -2.05403442e+01
 -2.09259129e+01 -2.09685631e+01 -2.14657326e+01 -2.14075680e+01
 -2.02538452e+01 -1.95476685e+01 -1.96629372e+01 -1.91933441e+01
 -1.80196590e+01 -1.95569458e+01 -1.93224487e+01 -1.81194782e+01
 -1.83362312e+01 -1.98442039e+01 -1.92270126e+01 -1.95247097e+01
 -2.02778893e+01 -1.99663754e+01 -2.11035004e+01 -2.23986244e+01
 -2.26258354e+01 -2.43104248e+01 -2.56691074e+01 -2.73660793e+01
 -2.77742558e+01 -2.93703175e+01 -2.97539539e+01 -3.00639191e+01
 -2.93559628e+01 -2.97039852e+01 -2.98727837e+01 -3.01282444e+01
 -3.11254787e+01 -3.15090599e+01 -3.32828751e+01 -3.49689217e+01
  4.06326962e+00  6.13684082e+00  6.46236944e+00  5.93436527e+00
  8.12337875e+00  9.77079868e+00  1.05669584e+01  1.30032911e+01
  1.43669786e+01  1.56012936e+01  1.57467155e+01  1.70336800e+01
  1.87679157e+01  2.02167187e+01  1.98302574e+01  1.84024715e+01
  1.61710205e+01  1.35355949e+01  1.14338417e+01  1.24754725e+01
  1.42299376e+01  1.48793173e+01  1.56682005e+01  1.75058994e+01
  1.87666550e+01  1.87988358e+01  1.94708195e+01  2.02540798e+01
  1.96316032e+01  1.83186874e+01  1.78686066e+01  1.73672276e+01
  1.48785200e+01  1.36634035e+01  1.39314556e+01  1.63511925e+01
  1.69719486e+01  1.63871727e+01  1.67314205e+01  1.83118610e+01
  1.82937908e+01  1.58344851e+01  1.32843590e+01  1.40717678e+01
  1.48822346e+01  1.55161781e+01  1.66555443e+01  1.71189499e+01
  1.80073490e+01  1.75158539e+01  1.78426819e+01  1.89097977e+01
  1.89028034e+01  1.75505390e+01  1.62687435e+01  1.68719692e+01
  1.72230701e+01  1.71841640e+01  1.66829815e+01  1.67345314e+01
  1.68470783e+01  1.61161251e+01  1.53600140e+01  1.52583532e+01
  1.67436218e+01  1.69198723e+01  1.69267464e+01  1.70240021e+01
  1.74669418e+01  1.67758904e+01  1.61335163e+01  1.62648315e+01
  1.56334229e+01  1.54950895e+01  1.59684839e+01  1.53376837e+01
  1.50473080e+01  1.51513300e+01  1.49068766e+01  1.45682621e+01
  1.55860682e+01  1.57496796e+01  1.54540825e+01  1.64822445e+01
  1.69275761e+01  1.79880657e+01  1.79270725e+01  1.74865952e+01
  1.68642406e+01  1.74184380e+01  1.67550926e+01  1.58917503e+01
  1.53675098e+01  1.68331966e+01  1.63457813e+01  1.62355022e+01
  1.73297634e+01  1.72595959e+01  1.67219086e+01  1.65517750e+01
  1.68974838e+01  1.66914520e+01  1.71652699e+01  1.73460217e+01
  1.70607948e+01  1.72714214e+01  1.78207798e+01  1.75486069e+01
  1.76017303e+01  1.69562569e+01  1.65207520e+01  1.62845192e+01
  1.59780750e+01  1.60041676e+01  1.62135525e+01  1.58673906e+01
  1.52234821e+01  1.47655144e+01  1.46068659e+01  1.42695427e+01
  1.48334961e+01  1.44259129e+01  1.47342958e+01  1.43061047e+01
  1.34417677e+01  1.32535219e+01  1.26786280e+01  1.21340265e+01
  8.26050788e-02  5.73476702e-02  1.66511418e-01  1.38709205e-01
  2.35198558e+03  9.50658670e+02  1.84041472e+03  3.31806253e+02
  1.64474648e+01  1.94803334e+01  2.11775839e+01  1.85218257e+01
  1.79101076e+01  1.94349396e+01  1.61220252e+01  4.65449924e+00
  6.13039768e+00  5.54734859e+00  4.44339592e+00  3.42449017e+00
  3.71714707e+00  2.40146338e+00  4.49939904e+03  1.22158533e+03
  3.49859297e-02  3.80199440e-02]"
"[-1.75791168e+02  4.24782486e+01  2.02677879e+01  3.44126663e+01
  1.21608133e+01  1.57365875e+01 -8.87698555e+00 -1.26336565e+01
 -1.70011177e+01  1.20284719e+01 -7.12553215e+00  4.29523945e-01
  2.98819470e+00  1.38216858e+02  5.28916321e+01  2.74187641e+01
  2.50396557e+01  1.58573151e+01  1.30402765e+01  1.23879547e+01
  1.44045649e+01  1.28543339e+01  1.08879013e+01  9.18397045e+00
  8.34563160e+00  6.83532524e+00 -6.10591948e-01  1.41005978e-01
 -8.35172832e-02 -4.25517648e-01 -7.73209929e-02  2.08716169e-01
  2.24348783e-01  3.40865016e-01  5.47700599e-02 -2.68470615e-01
  1.17958926e-01  4.30954844e-02  1.93256214e-01  2.84313717e+01
  1.08026609e+01  5.54753017e+00  4.92577219e+00  2.93095350e+00
  2.43008399e+00  1.95560002e+00  2.02131438e+00  2.25022507e+00
  2.40755200e+00  1.68839681e+00  1.22825134e+00  1.33451450e+00
  2.58808821e-01  3.60928267e-01  5.97521961e-01  6.34617925e-01
  6.01123095e-01  4.07363504e-01  3.26770693e-01  3.45654875e-01
  3.07548702e-01  2.66706318e-01  2.47130468e-01  2.65257984e-01
  2.73140967e-01  2.67656535e-01  3.47140431e-01  2.65433729e-01
  3.51804107e-01  2.84272462e-01  3.14377666e-01  3.75054687e-01
  3.46099555e-01  2.52166063e-01  2.15451881e-01  2.56840289e-01
 -5.35145140e+00 -6.25548315e+00 -1.00608988e+01 -8.23644638e+00
  1.20477927e+00  9.01615715e+00  6.81550264e+00 -3.30512810e+00
 -9.98532009e+00 -1.00848427e+01 -6.01142502e+00 -4.01058048e-01
  1.67757630e+00 -1.71721196e+00 -5.32850599e+00 -8.28540993e+00
 -7.36403036e+00 -4.91214275e+00 -3.98642564e+00 -4.80899668e+00
 -6.40716362e+00 -1.03337555e+01 -1.33687782e+01 -1.18154612e+01
 -1.06126814e+01 -1.21044865e+01 -1.34679880e+01 -1.49986982e+01
 -1.76049747e+01 -1.80171337e+01 -1.88702450e+01 -2.00344410e+01
 -2.15901814e+01 -2.20747433e+01 -2.18988628e+01 -2.23833656e+01
 -2.20403500e+01 -2.24155560e+01 -2.25628643e+01 -2.09406796e+01
 -1.94667091e+01 -1.91903572e+01 -1.87381516e+01 -1.91044559e+01
 -1.94388065e+01 -1.83469830e+01 -1.71071301e+01 -1.58519163e+01
 -1.61547623e+01 -1.68015938e+01 -1.54957190e+01 -1.46669321e+01
 -1.38066444e+01 -1.41883860e+01 -1.45821123e+01 -1.59895735e+01
 -1.53487549e+01 -1.31370878e+01 -1.31514969e+01 -1.46560755e+01
 -1.41050177e+01 -1.36063280e+01 -1.46285295e+01 -1.64086094e+01
 -1.61736088e+01 -1.60389175e+01 -1.77670879e+01 -1.85837631e+01
 -1.89286041e+01 -1.94335098e+01 -2.01657257e+01 -2.07790089e+01
 -2.04606838e+01 -2.11165428e+01 -2.05579453e+01 -2.02170486e+01
 -1.97122059e+01 -1.95707073e+01 -1.83507099e+01 -1.72720413e+01
 -1.56325397e+01 -1.39257526e+01 -1.28474588e+01 -1.19812536e+01
 -1.27650661e+01 -1.34378605e+01 -1.36798325e+01 -1.44353924e+01
